slug,title,platform,metacritic_score,must_play,release_year,genre,metacritic_url,ign_score,ign_url,gamespot_score,gamespot_url,content_status,notes,pcgamer_url,eurogamer_url,nintendolife_url,rockpapershotgun_url,rpgsite_url,adventuregamers_url,nintendoworldreport_url
deus-ex,Deus Ex,PC,90,true,2000,,https://www.metacritic.com/game/deus-ex/,,,,https://www.gamespot.com/reviews/deus-ex-review/1900-2595408/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,https://www.pcgamer.com/games/action/the-outstanding-deus-ex-human-revolution-a-94-rated-game-with-over-22k-very-positive-reviews-is-now-cheaper-than-a-cup-of-coffee/,https://www.eurogamer.net/deus-ex-mankind-divided-review,,https://www.rockpapershotgun.com/deus-ex-mankind-divided-pc-review,https://www.rpgsite.net/review/4959-deus-ex-mankind-divided-review,,
deus-ex-human-revolution,Deus Ex: Human Revolution,PC,90,true,2011,,https://www.metacritic.com/game/deus-ex-human-revolution/,,https://www.ign.com/articles/2011/08/22/deus-ex-human-revolution-review,,https://www.gamespot.com/reviews/deus-ex-human-revolution-review/1900-6330172/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/games/action/the-outstanding-deus-ex-human-revolution-a-94-rated-game-with-over-22k-very-positive-reviews-is-now-cheaper-than-a-cup-of-coffee/,https://www.eurogamer.net/deus-ex-human-revolution-directors-cut-review,,https://www.rockpapershotgun.com/review-deus-ex-human-revolution,https://www.rpgsite.net/review/3252-deus-ex-human-revolution-directors-cut-review,,
dota-2,Dota 2,PC,90,true,2013,,https://www.metacritic.com/game/dota-2/,,https://www.ign.com/articles/2013/07/24/dota-2-review,,https://www.gamespot.com/reviews/dota-2-review/1900-6411615/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/dota-2-review/,https://www.eurogamer.net/valve-responds-to-chinese-players-review-bombing-dota-2-after-racist-taunts,,https://www.rockpapershotgun.com/dota-underlords-review-2,,,
empire-total-war,Empire: Total War,PC,90,true,2009,,https://www.metacritic.com/game/empire-total-war/,,https://www.ign.com/articles/2009/03/06/empire-total-war-review,,https://www.gamespot.com/reviews/empire-total-war-review/1900-6205809/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,,https://www.eurogamer.net/empire-total-war-review,,https://www.rockpapershotgun.com/eurokerthunked-empire-total-war-review,,,
final-fantasy-vii-rebirth,Final Fantasy VII Rebirth,PC,90,true,2025,,https://www.metacritic.com/game/final-fantasy-vii-rebirth/,,https://www.ign.com/articles/final-fantasy-7-rebirth-review,,https://www.gamespot.com/reviews/final-fantasy-7-rebirth-review-destinys-child/1900-6418187/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,,,,https://www.rpgsite.net/review/15493-final-fantasy-vii-rebirth-review,,
final-fantasy-xiv-shadowbringers,Final Fantasy XIV: Shadowbringers,PC,90,true,2019,,https://www.metacritic.com/game/final-fantasy-xiv-shadowbringers/,,https://www.ign.com/articles/2019/07/12/ffxiv-shadowbringers-review,,https://www.gamespot.com/reviews/final-fantasy-xiv-shadowbringers-review-dancer-in/1900-6417212/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第5页,,,,,,,
forza-horizon-6,Forza Horizon 6,PC,90,true,2026,,https://www.metacritic.com/game/forza-horizon-6/,,https://www.ign.com/articles/forza-horizon-6-review,,https://www.gamespot.com/reviews/forza-horizon-6-review-dopamine-highway/1900-6418489/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/games/racing/forza-horizon-6-review/,https://www.eurogamer.net/forza-horizon-6-review,,https://www.rockpapershotgun.com/forza-horizon-6-review-the-king-is-dead-long-live-the-drift-king,,,
freedom-force,Freedom Force,PC,90,true,2002,,https://www.metacritic.com/game/freedom-force/,,https://www.ign.com/articles/2002/05/28/freedom-force-review,,https://www.gamespot.com/reviews/freedom-force-review/1900-2859351/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,,,,,,,
god-of-war-ragnarok,God of War: Ragnarok,PC,90,true,2024,,https://www.metacritic.com/game/god-of-war-ragnarok/,,https://www.ign.com/articles/god-of-war-ragnarok-review,,https://www.gamespot.com/reviews/god-of-war-ragnarok-review-blood-sweat-and-tyrs/1900-6417993/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/games/action/god-of-war-ragnarok-pc-review/,https://www.eurogamer.net/god-of-war-ragnarok-review-glorious-excess-makes-a-triumphant-return,,https://www.rockpapershotgun.com/god-of-war-ragnarok-review,,,
grand-theft-auto-iv,Grand Theft Auto IV,PC,90,true,2008,,https://www.metacritic.com/game/grand-theft-auto-iv/,,https://www.ign.com/articles/2008/12/02/grand-theft-auto-iv-review,,https://www.gamespot.com/reviews/grand-theft-auto-iv-review/1900-6190025/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,,https://www.eurogamer.net/grand-theft-auto-iv-the-ballad-of-gay-tony-review,,,,,
gtr-2,GTR 2,PC,90,true,2006,,https://www.metacritic.com/game/gtr-2/,,https://www.ign.com/articles/2006/10/18/gtr-2-review,,https://www.gamespot.com/reviews/gtr-2-review/1900-6159524/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,,,,,,,
guild-wars-2,Guild Wars 2,PC,90,true,2012,,https://www.metacritic.com/game/guild-wars-2/,,https://www.ign.com/articles/2012/09/12/guild-wars-2-review,,https://www.gamespot.com/reviews/guild-wars-2-review/1900-6396275/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/games/mmo/guild-wars-2-review-2012/,https://www.eurogamer.net/guild-wars-2-review,,,https://www.rpgsite.net/review/3154-guild-wars-2-review,,
half-life-2-episode-two,Half-Life 2: Episode Two,PC,90,true,2007,,https://www.metacritic.com/game/half-life-2-episode-two/,,https://www.ign.com/articles/2007/10/09/half-life-2-episode-two-review,,,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,https://www.eurogamer.net/half-life-2-episode-two-review,,,,,
hi-fi-rush,Hi-Fi Rush,PC,90,true,2023,,https://www.metacritic.com/game/hi-fi-rush/,,https://www.ign.com/articles/hi-fi-rush-review,,https://www.gamespot.com/reviews/hi-fi-rush-review-good-vibes-only/1900-6418023/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,https://www.pcgamer.com/hi-fi-rush-review/,https://www.eurogamer.net/hi-fi-rush-review-an-unrepentant-riot-of-rhythm-action,,https://www.rockpapershotgun.com/hi-fi-rush-review,,,
hollow-knight-silksong,Hollow Knight: Silksong,PC,90,true,2025,,https://www.metacritic.com/game/hollow-knight-silksong/,9,https://www.ign.com/articles/hollow-knight-silksong-review,,https://www.gamespot.com/reviews/hollow-knight-silksong-review-an-unforgettable-climb/1900-6418415/,links-collected,Metacritic高分（≥90）与Must-Play交集；来源页第6页,https://www.pcgamer.com/games/action/hollow-knight-silksong-review/,https://www.eurogamer.net/hollow-knight-silksong-review,,https://www.rockpapershotgun.com/hollow-knight-silksong-review,,,
into-the-breach,Into the Breach,PC,90,true,2018,,https://www.metacritic.com/game/into-the-breach/,,https://www.ign.com/articles/2018/02/27/into-the-breach-review,,https://www.gamespot.com/reviews/into-the-breach-advanced-edition-review-a-mechanized-masterpiece/1900-6416865/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/into-the-breach-review/,https://www.eurogamer.net/into-the-breach-review-tactical-greatness-in-glorious-miniature,,https://www.rockpapershotgun.com/into-the-breach-ftl-sequel-review,,,
mina-the-hollower,Mina the Hollower,PC,90,true,2026,,https://www.metacritic.com/game/mina-the-hollower/,10,https://www.ign.com.cn/mina-the-hollower/60328/ignwa-jue-zhe-mi-nuo-ping-ce-10-fen,,https://www.gamespot.com/reviews/mina-the-hollower-surpasses-the-greatness-of-shovel-knight/,links-collected,Metacritic高分（≥90）与Must-Play交集；来源页第6页,https://www.pcgamer.com/games/action/mina-the-hollower-review/,https://www.eurogamer.net/mina-the-hollower-review,,,https://www.rpgsite.net/review/20442-mina-the-hollower-review,,
nhl-2001,NHL 2001,PC,90,true,2000,,https://www.metacritic.com/game/nhl-2001/,9,https://www.ign.com/articles/2000/10/05/nhl-2001-3,,https://www.gamespot.com/reviews/nhl-2001-review/1900-2634754/,links-collected,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,,,,,,
portal,Portal,PC,90,true,2007,,https://www.metacritic.com/game/portal/,,https://www.ign.com/articles/2007/10/09/portal-review,,https://www.gamespot.com/reviews/portal-review/1900-6190126/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,https://www.pcgamer.com/bridge-constructor-portal-review/,,,https://www.rockpapershotgun.com/bridge-constructor-portal-review,,,
shin-megami-tensei-v-vengeance,Shin Megami Tensei V: Vengeance,PC,90,true,2024,,https://www.metacritic.com/game/shin-megami-tensei-v-vengeance/,,https://www.ign.com/articles/shin-megami-tensei-v-vengeance-review,,https://www.gamespot.com/reviews/shin-megami-tensei-v-vengeance-review/1900-6418241/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,https://www.pcgamer.com/games/rpg/shin-megami-tensei-5-vengeance-review-paradise-comes-to-pc/,,,,https://www.rpgsite.net/review/15881-shin-megami-tensei-v-vengeance-review,,
sid-meiers-civilization-iii,Sid Meier's Civilization III,PC,90,true,2001,,https://www.metacritic.com/game/sid-meiers-civilization-iii/,,https://www.ign.com/articles/2002/06/25/civilization-iii-full-review,,https://www.gamespot.com/reviews/civilization-iii-review/1900-2821275/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,,,,,,
sid-meiers-civilization-v,Sid Meier's Civilization V,PC,90,true,2010,,https://www.metacritic.com/game/sid-meiers-civilization-v/,,https://www.ign.com/articles/2010/09/20/civilization-v-review,,https://www.gamespot.com/reviews/sid-meiers-civilization-v-review/1900-6276683/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,,https://www.eurogamer.net/sid-meiers-civilization-v-review,,,,,
silent-hunter-iii,Silent Hunter III,PC,90,true,2005,,https://www.metacritic.com/game/silent-hunter-iii/,,,,https://www.gamespot.com/reviews/silent-hunter-iii-review/1900-6121268/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,,,,,,,
slay-the-princess,Slay the Princess,PC,90,true,2023,,https://www.metacritic.com/game/slay-the-princess/,,,,https://www.gamespot.com/reviews/slay-the-princess-review-the-pristine-cut-til-death-do-us-part/1900-6418318/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,,,,https://www.rpgsite.net/review/16512-slay-the-princess-the-pristine-cut-review,,
split-fiction,Split Fiction,PC,90,true,2025,,https://www.metacritic.com/game/split-fiction/,,https://www.ign.com/articles/split-fiction-review,,https://www.gamespot.com/reviews/split-fiction-review-it-takes-pew-pew/1900-6418341/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,https://www.pcgamer.com/games/adventure/split-fiction-review/,https://www.eurogamer.net/split-fiction-review,,https://www.rockpapershotgun.com/split-fiction-review,,,
the-chronicles-of-riddick-escape-from-butcher-bay,The Chronicles of Riddick: Escape From Butcher Bay,PC,90,true,2004,,https://www.metacritic.com/game/the-chronicles-of-riddick-escape-from-butcher-bay/,,,,https://www.gamespot.com/reviews/the-chronicles-of-riddick-escape-from-butcher-bay/1900-6099643/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,,,,,,
the-last-of-us-part-ii-remastered,The Last of Us Part II Remastered,PC,90,true,2025,,https://www.metacritic.com/game/the-last-of-us-part-ii-remastered/,,https://www.ign.com/articles/the-last-of-us-part-2-review,,https://www.gamespot.com/reviews/the-last-of-us-part-2-spoilerfree-review/1900-6417483/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/games/action/the-last-of-us-part-2-remastered-review/,,,,,,
the-sims-2,The Sims 2,PC,90,true,2004,,https://www.metacritic.com/game/the-sims-2/,,https://www.ign.com/articles/2004/09/11/the-sims-2-review,,https://www.gamespot.com/reviews/the-sims-2-review/1900-6107280/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第5页,,https://www.eurogamer.net/the-sims-2-castaway-review,,,,,
the-stanley-parable-ultra-deluxe,The Stanley Parable: Ultra Deluxe,PC,90,true,2022,,https://www.metacritic.com/game/the-stanley-parable-ultra-deluxe/,,https://www.ign.com/articles/the-stanley-parable-ultra-deluxe-review,,https://www.gamespot.com/reviews/the-stanley-parable-ultra-deluxe-review-a-sequel-in-all-but-name/1900-6417868/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/the-stanley-parable-ultra-deluxe-review/,,,,,,
tony-hawks-pro-skater-3,Tony Hawk's Pro Skater 3,PC,90,true,2002,,https://www.metacritic.com/game/tony-hawks-pro-skater-3/,,https://www.ign.com/articles/2002/04/05/tony-hawk-pro-skater-3-review,,https://www.gamespot.com/reviews/tony-hawk-pro-skater-3-review/1900-2820972/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,,,,,,
total-war-shogun-2,Total War: Shogun 2,PC,90,true,2011,,https://www.metacritic.com/game/total-war-shogun-2/,,https://www.ign.com/articles/2011/03/17/total-war-shogun-2-review,,https://www.gamespot.com/reviews/shogun-2-total-war-review/1900-6304519/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/total-war-shogun-2-review-224/,https://www.eurogamer.net/total-war-shogun-2-fall-of-the-samurai-review,,,,,
valheim,Valheim,PC,90,true,2026,,https://www.metacritic.com/game/valheim/,,https://www.ign.com/articles/valheim-early-access-review,,,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第7页,https://www.pcgamer.com/games/survival-crafting/valheim-review/,,,,,,
world-of-goo,World of Goo,PC,90,true,2008,,https://www.metacritic.com/game/world-of-goo/,,https://www.ign.com/articles/2008/10/20/world-of-goo-review,,https://www.gamespot.com/reviews/world-of-goo-review/1900-6200436/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第6页,,https://www.eurogamer.net/world-of-goo-review,,https://www.rockpapershotgun.com/world-exclusive-world-of-goo-review,,,
world-of-warcraft-cataclysm,World of Warcraft: Cataclysm,PC,90,true,2010,,https://www.metacritic.com/game/world-of-warcraft-cataclysm/,,https://www.ign.com/articles/2010/12/23/world-of-warcraft-cataclysm-review,,https://www.gamespot.com/reviews/world-of-warcraft-cataclysm-review/1900-6285551/,metacritic-filtered,Metacritic高分（≥90）与Must-Play交集；来源页第5页,https://www.pcgamer.com/world-of-warcraft-cataclysm-review/,https://www.eurogamer.net/world-of-warcraft-cataclysm-review,,,https://www.rpgsite.net/review/2974-world-of-warcraft-cataclysm-review,,
